Title,Year,Link,Episodes,Aired,Aired_start,Aired_end,AiredOn,Duration,Duration_min,ContentRating,RatingScore,RatingVotes,WatchPlatforms,Format,Genres,Tags,Director,Screenwriter,Ranked,Popularity,Watchers,Has_dubbing_prob,Has_dubbing_pred
Love (ft. Marriage and Divorce),2021,https://mydramalist.com/71059-untitled-im-sung-han-project,16,"Jan 23, 2021 - Mar 14, 2021","Jan 23, 2021","Mar 14, 2021","Saturday, Sunday",1 hr. 10 min.,70,15+ - Teens 15 or older,6.9,3858,Netflix,Standard Series,"Mystery, Romance, Drama","Infidelity, Multiple Couples, Multiple Mains, Emotionally Strong Female Lead, Radio Station Setting, Difficult Adulthood, Broadcasting Industry, Betrayed By A Significant Other, Student Supporting Character, School Setting, (Vote tags)",Yoo Jung Joon,Im Sung Han,10512,2159,3858,0.8,1
Love (ft. Marriage and Divorce) Season 3,2022,https://mydramalist.com/707983-love-ft-marriage-and-divorce-3,16,"Feb 26, 2022 - May  1, 2022","Feb 26, 2022","May  1, 2022","Saturday, Sunday",1 hr. 10 min.,70,15+ - Teens 15 or older,6.9,1626,Netflix,Standard Series,"Romance, Life, Drama","Multiple Mains, Multiple Couples, Friendship, Infidelity, Music, Emotionally Strong Female Lead, Female Centered Plot, Married Female Lead, Married Male Lead, Married Life, (Vote tags)","Yoo Jung Joon, O Sang Won",Im Sung Han,10763,4471,1626,0.87,1
DNA Lover,2024,https://mydramalist.com/760447-dna-lover,16,"Aug 17, 2024 - Oct  6, 2024","Aug 17, 2024","Oct  6, 2024","Saturday, Sunday",1 hr. 10 min.,70,Not Yet Rated,6.9,1929,Viki,Standard Series,"Comedy, Romance, Melodrama","Medical Research, Medical, Estranged Parent, Selfish Parent, Columnist Female Lead, Childhood Friends' Relationship, Gynecologist Male Lead, Hospital Setting, Obstetrician Male Lead, Priest Supporting Character, (Vote tags)",Sung Chi Wook,Jung Soo Mi,10703,2725,1929,0.56,0
My Military Valentine,2024,https://mydramalist.com/710855-blood-riding-love,12,"Jun  7, 2024 - Jul 12, 2024","Jun  7, 2024","Jul 12, 2024",Friday,35 min.,35,15+ - Teens 15 or older,6.9,1835,"Apple TV+, Viki",Standard Series,"Action, Military, Romance, Drama","North Korean Female Lead, Idol Male Lead, Soldier Female Lead, North And South Korea, Soldier Supporting Character, Bad/Wrong Tag, Popular Male Lead, Scandal, Restaurateur Supporting Character, Friendship, (Vote tags)",Park Gwang Choon,"Park Hyun Jin, Kwon Hee Kyung",10470,2460,1835,0.91,1
Dramaworld Season 2,2021,https://mydramalist.com/53255-dramaworld-2,10,"Apr  2, 2021 - May 14, 2021","Apr  2, 2021","May 14, 2021","Friday, Saturday",35 min.,35,15+ - Teens 15 or older,6.9,223,"Amazon Prime Video, iQIYI",Standard Series,"Comedy, Romance, Drama, Supernatural","Student Female Lead, Fan Female Lead, Teenager Female Lead, Fictional World, Chasing A Dream, Set In A Foreign Country, Miniseries, High School, (Vote tags)",,,10738,5833,223,0.55,0
My Chilling Roommate,2022,https://mydramalist.com/712567-chilly-cohabitation,10,"Sep 16, 2022","Sep 16, 2022",,,15 min.,15,13+ - Teens 13 or older,6.9,455,"Apple TV+, Viki",Standard Series,"Horror, Comedy, Romance, Supernatural","Short Length Series, Cheerful Female Lead, Selfish Male Lead, Warm Female Lead, Righteous Male Lead, Miniseries, Ghost-seeing Female Lead, Cohabitation, Suspense, (Vote tags)",Hwang  Gyung Sung,,10415,7526,455,0.77,1
Some Air,2021,https://mydramalist.com/78607-some-air,10,"Sep 10, 2021 - Nov 12, 2021","Sep 10, 2021","Nov 12, 2021",Friday,16 min.,16,Not Yet Rated,6.9,12,Tubi,Standard Series,Romance,"Flight Attendant Female Lead, Short Length Series, Miniseries, Web Series, Multiple Couples, (Vote tags)",,,50808,17385,12,0.3,0
Oh! Youngsim,2023,https://mydramalist.com/736643-oh-youngsimi,10,"May 15, 2023 - Jun 13, 2023","May 15, 2023","Jun 13, 2023","Monday, Tuesday",50 min.,50,Not Yet Rated,6.9,1975,Viki,Standard Series,"Comedy, Romance","Childhood Acquaintances Reuniting, Producer Female Lead, Entertainment Industry, First Love Returns, Producer Supporting Character, Childhood Crush, Miniseries, Adapted From An Aeni, Bickering Mains' Relationship, Startup, (Vote tags)","Oh Hwan Min, Kim Gyeong Eun",Jeon Seon Young,10756,2840,1975,0.49,0
Our Love Triangle,2024,https://mydramalist.com/755365-my-boyfriend-x-my-friend,10,"Jan 30, 2024 - Mar  1, 2024","Jan 30, 2024","Mar  1, 2024","Tuesday, Friday",11 min.,11,15+ - Teens 15 or older,6.9,1075,Viki,Standard Series,"Romance, Youth","Tsundere Male Lead, Ex Comes Back, Passionate Female Lead, Friends Reunited, Student Supporting Character, Student Female Lead, Student Male Lead, School Setting, School Friends' Relationship, Roommates' Relationship, (Vote tags)",Lee Ja Min,,10543,4519,1075,0.56,0
Dear X Who Doesn't Love Me,2022,https://mydramalist.com/716775-love-note,10,"Jul 14, 2022 - Jul 28, 2022","Jul 14, 2022","Jul 28, 2022",Thursday,30 min.,30,15+ - Teens 15 or older,6.9,1989,"Viki, iQIYI",Standard Series,"Romance, Drama","Trauma, Miniseries, Web Series, Student Female Lead, Student Male Lead, Student Supporting Character, (Vote tags)",,Hwang Hye Ji,10598,3083,1989,0.47,0
I Love You Bit by Bit,2024,https://mydramalist.com/771567-i-love-you-little-by-little,9,"Jul  5, 2024 - Aug 16, 2024","Jul  5, 2024","Aug 16, 2024",Friday,13 min.,13,18+ Restricted (violence & profanity),6.9,141,Apple TV+,Drama Special,"Military, Romance, Life, Youth","Advertisement, Emotionally Strong Female Lead, Clumsy Male Lead, Hardworking Male Lead, Poor Male Lead, (Vote tags)",,,50747,8075,141,0.81,1
Somebody,2022,https://mydramalist.com/79525-finger,8,"Nov 18, 2022","Nov 18, 2022",,Friday,55 min.,55,18+ Restricted (violence & profanity),6.9,11554,Netflix,Standard Series,"Thriller, Mystery, Psychological, Mature","Nudity, Extreme Sexual Content, Sexual Assault, Sexual Violence, Prolonged Nudity, Adapted From A Novel, Murder, Mental Illness, Autistic Female Lead, Serial Killer Male Lead, (Vote tags)",Jung Ji Woo,Han Ji Wan,10506,793,11554,0.87,1
A Superior Day,2022,https://mydramalist.com/710771-superior-day,8,"Mar 13, 2022 - May  1, 2022","Mar 13, 2022","May  1, 2022",Sunday,60 min.,60,18+ Restricted (violence & profanity),6.9,1374,Viki,Standard Series,"Thriller, Mystery, Psychological, Drama","Suspense, Firefighter Male Lead, Psychopath Male Lead, Kidnapping, Murder, Death, Skilled Killer, Mental Illness, Trauma, Father-Daughter Relationship, (Vote tags)",Jo Nam Hyung,Lee Ji Hyun,10426,3450,1374,0.42,0
Hierarchy,2024,https://mydramalist.com/749309-hierarchy,7,"Jun  7, 2024","Jun  7, 2024",,Friday,1 hr. 5 min.,65,15+ - Teens 15 or older,6.9,25941,Netflix,Standard Series,"Thriller, Mystery, Romance, Youth","Rich Family, School Bullying, Love Triangle, Discrimination, Revenge, Poor Male Lead, Domestic Crime, Violence Against Children, Emotionally Strong Male Lead, Half-Sibling Rivalry, (Vote tags)",Bae Hyun Jin,Choo Hye Mi,10476,370,25941,1,1
"Shh, Please Take Care of Him",2021,https://mydramalist.com/695143-shh-please-take-care-of-him,3,"May 28, 2021 - Jun 11, 2021","May 28, 2021","Jun 11, 2021",Friday,1 hr. 8 min.,68,15+ - Teens 15 or older,6.9,46,Viki,Standard Series,"Comedy, Drama, Melodrama","Physically Strong Female Lead, Adapted From A Web Novel, Female Centered Plot, Vengeful Female Lead, Miniseries, Web Series, Revenge, Sismance, Friendship, (Vote tags)",Lee Jung Hoon,,50854,6311,46,0.35,0
Drama Special Season 13: Self-Indulgence,2022,https://mydramalist.com/736207-drama-special-season-13-indulgence,1,"Nov 17, 2022","Nov 17, 2022",,Thursday,1 hr. 5 min.,65,Not Yet Rated,6.9,129,Viki,Drama Special,"Drama, Supernatural","Antihero Male Lead, Live Streamer Supporting Character, Deliveryman Male Lead, Morally Ambiguous Male Lead, Supernatural Being, Abusive Boss, Poverty, Social Media, Social Satire, Supernatural Power, (Vote tags)",Choi Jung Eun,Wi Jae Hwa,50921,17518,129,0.42,0
Unpredictable Family,2023,https://mydramalist.com/755601-tumbling-family,131,"Sep 18, 2023 - Mar 22, 2024","Sep 18, 2023","Mar 22, 2024","Monday, Tuesday, Wednesday, Thursday, Friday",30 min.,30,Not Yet Rated,7,476,Viki,Standard Series,"Comedy, Romance, Drama, Family","Family Secret, Misunderstanding, Searching For A Child, Workplace Setting, Workplace Romance, Boss-Employee Relationship, Director Male Lead, Flashback To Past, Rich Male Lead, Café Owner Supporting Character, (Vote tags)",Kim Sung Geun,Moon Young Hoon,9988,5152,476,0.46,0
Amor Fati,2021,https://mydramalist.com/694833-amor-fati,120,"Apr 12, 2021 - Oct  1, 2021","Apr 12, 2021","Oct  1, 2021","Monday, Tuesday, Wednesday, Thursday, Friday",35 min.,35,15+ - Teens 15 or older,7,117,"Amazon Prime Video, Viki",Standard Series,"Romance, Drama","Cancer, Family Relationship, Terminal Illness, Poor Male Lead, Divorced Female Lead, Soap Opera, Healing, Infidelity, Father-Son Relationship, Poverty, (Vote tags)",Bae Tae Seop,Nam Sun Hye,49645,12846,117,0.57,0
Meant to Be,2023,https://mydramalist.com/748417-fate-of-heaven,120,"Apr 17, 2023 - Oct 20, 2023","Apr 17, 2023","Oct 20, 2023","Monday, Tuesday, Wednesday, Thursday, Friday",35 min.,35,15+ - Teens 15 or older,7,213,Viki,Standard Series,"Romance, Family, Melodrama","Multiple Mains, Revenge, (Vote tags)",,Yeo Jeong Mi,9948,9642,213,0.46,0
Love Twist,2021,https://mydramalist.com/712413-love-twist,103,"Dec 13, 2021 - May 20, 2022","Dec 13, 2021","May 20, 2022","Monday, Tuesday, Wednesday, Thursday, Friday",35 min.,35,15+ - Teens 15 or older,7,240,Viki,Standard Series,"Family, Melodrama","Family Relationship, Love Triangle, (Vote tags)",Kim Won Yong,Lee Eun Joo,10068,8856,240,0.32,0
Artificial City,2021,https://mydramalist.com/682225-duke-city,20,"Dec  8, 2021 - Feb 10, 2022","Dec  8, 2021","Feb 10, 2022","Wednesday, Thursday",1 hr. 10 min.,70,15+ - Teens 15 or older,7,537,"Netflix, Viki",Standard Series,"Thriller, Mystery, Psychological, Drama","Emotionally Strong Female Lead, Broadcasting Industry, Father-in-law - Daughter-in-law Relationship, News Presenter Male Lead, Foundation Director Female Lead, Mother-in-law - Daughter-in-law Relationship, Married Life, Ambitious Female Lead, Popular Male Lead, Conglomerate, (Vote tags)",Jun Chang Geun,Son Se Dong,10017,4886,537,0.87,1
The Empire,2022,https://mydramalist.com/705661-castle-in-the-sky,16,"Sep 24, 2022 - Nov 13, 2022","Sep 24, 2022","Nov 13, 2022","Saturday, Sunday",60 min.,60,15+ - Teens 15 or older,7,370,Viki,Standard Series,"Law, Drama, Melodrama","Prosecutor Female Lead, Rich Female Lead, Mother-Son Relationship, Divorced Female Lead, Older Man/Younger Woman, Ex-spouse Relationship, Married Female Lead, Married Male Lead, Emotionally Strong Female Lead, Professor Supporting Character, (Vote tags)",Yoo Hyun Ki,Oh Ga Kyu,9852,6793,370,0.42,0
How to Be Thirty,2021,https://mydramalist.com/40131-born-in-1985,15,"Feb 23, 2021 - Apr 13, 2021","Feb 23, 2021","Apr 13, 2021","Tuesday, Saturday",20 min.,20,15+ - Teens 15 or older,7,3804,"Viki, iQIYI",Standard Series,"Comedy, Romance, Drama","Web Series, Sismance, Unhealthy Mains' Relationship, Older Woman/Younger Man, First Love, Adapted From A Webtoon, Eccentric Female Lead, Emotionally Strong Female Lead, Broadcasting Industry, Publishing House Setting, (Vote tags)",Oh Ki Hwan,,10309,1902,3804,0.4,0
The Nice Guy,2025,https://mydramalist.com/727867-the-good-man,14,"Jul 18, 2025 - Aug 29, 2025","Jul 18, 2025","Aug 29, 2025",Friday,1 hr. 10 min.,70,15+ - Teens 15 or older,7,1517,"Disney+, Hulu",Standard Series,"Action, Romance, Family, Melodrama","Family Business, Noir, Gangster Male Lead, Gang, Family Relationship, Action, Singer Female Lead, First Love, Orthopedic Surgeon Supporting Character, Hairdresser Supporting Character, (Vote tags)",Song Hae Sung,Kim Woon Kyung,10262,1141,1517,1,1
Welcome to Wedding Hell,2022,https://mydramalist.com/716277-marriage-white-paper,12,"May 23, 2022 - Jun 15, 2022","May 23, 2022","Jun 15, 2022","Monday, Tuesday, Wednesday",38 min.,38,15+ - Teens 15 or older,7,2948,Netflix,Standard Series,"Romance, Life, Drama","Best Friends' Relationship, Age Gap [Real Life], Cheerful Female Lead, Family Relationship, Web Series, Sismance, Bromance, Friendship, (Vote tags)","Seo Joo Wan, Song Je Young",Choi I Rang,10048,2467,2948,0.87,1
The Chairman Is Level 9,2024,https://mydramalist.com/758141-the-chairman-of-class-9,12,"Apr 29, 2024 - Jun  3, 2024","Apr 29, 2024","Jun  3, 2024",Monday,22 min.,22,18+ Restricted (violence & profanity),7,827,Viki,Standard Series,"Action, Life, Youth, Drama","Inchoate Crime, Distrustful Male Lead, Estranged Parent, Tsundere Male Lead, False Rumor, Manipulative Uncle/Aunt, Evil Uncle/Aunt, Transfer Student Male Lead, Student Supporting Character, Student Male Lead, (Vote tags)",Hong Chung Gi,,9890,5270,827,0.56,0
Love in Black Hole,2021,https://mydramalist.com/703041-love-in-black-hole,12,"Sep 10, 2021 - Oct 16, 2021","Sep 10, 2021","Oct 16, 2021","Friday, Sunday",10 min.,10,15+ - Teens 15 or older,7,852,"Viki, WeTV",Standard Series,"Romance, Youth, Sci-Fi, Fantasy","Student Female Lead, Student Male Lead, School Setting, Childhood Friends' Relationship, Young Adult Female Lead, Young Adult Male Lead, Short Length Series, Honest Male Lead, Time Rift, Cold Male Lead, (Vote tags)",Hong Chung Gi,,10069,5663,852,0.4,0
Peng,2021,https://mydramalist.com/705385-fang,10,"Oct  7, 2021 - Nov  5, 2021","Oct  7, 2021","Nov  5, 2021","Thursday, Friday",19 min.,19,15+ - Teens 15 or older,7,2171,Viki,Standard Series,"Comedy, Romance","Multiple Mains, Ex Comes Back, Roommates' Relationship, Best Friends' Relationship, Company President (CEO) Male Lead, Short Length Series, Fashion Industry, Modeling, Stalking, Reverse-Harem, (Vote tags)",Baek Min Hee,Han Soo Ji,10216,2887,2171,0.35,0
Sound Candy,2023,https://mydramalist.com/749051-sound-candy,10,"Jun  3, 2023 - Jul  1, 2023","Jun  3, 2023","Jul  1, 2023",Saturday,25 min.,25,G - All Ages,7,329,Viki,Standard Series,"Music, Drama","Pop Music, Vacation Setting, Inn Setting, Café Owner Supporting Character, Seaside Setting, Artist Female Lead, Musician Male Lead, Singer Male Lead, Idol Supporting Character, Idol Male Lead, (Vote tags)",Kang Hee Ju,,10076,7314,329,0.49,0
Snap and Spark,2023,https://mydramalist.com/759807-if-you-just-snap-your-fingers,8,"Dec 15, 2023 - Jan 10, 2024","Dec 15, 2023","Jan 10, 2024","Wednesday, Friday",24 min.,24,Not Yet Rated,7,1336,iQIYI,Standard Series,"Music, Romance, Youth","Evil Friend, Jealous Friend, Student Female Lead, Student Male Lead, School Setting, Class Conflict, Childhood Friends' Relationship, Classmates' Relationship, Composer Male Lead, Dancer Female Lead, (Vote tags)",,Son Mi,10083,3805,1336,0.44,0
Social Savvy Class 101,2024,https://mydramalist.com/774365-0th-period-is-inssa-time,8,"Nov 10, 2024 - Nov 17, 2024","Nov 10, 2024","Nov 17, 2024",Sunday,25 min.,25,Not Yet Rated,7,1715,"Netflix, Viki",Standard Series,"Comedy, Romance, Youth","Misfit Female Lead, Student Male Lead, School Setting, Outsider Female Lead, Popular Male Lead, Secret, Miniseries, (Vote tags)",,,9977,3689,1715,1,1
Happy Ending Romance,2022,https://mydramalist.com/720645-happy-ending-outside-the-fence,8,"Nov 24, 2022 - Dec 15, 2022","Nov 24, 2022","Dec 15, 2022",Thursday,30 min.,30,15+ - Teens 15 or older,7,5644,Viki,Standard Series,"Romance, Drama, Melodrama","Writer Male Lead, Gay Male Lead, Gay Romance, LGBTQ+, Popular Male Lead, Age Gap [Real Life], Miniseries, Web Series, Publishing House Setting, Expressed Consent, (Vote tags)",Seong Do Joon,Lee Seo Jung,9949,1484,5644,0.42,0
Oh! Boarding House,2022,https://mydramalist.com/715373-boarding-house-number-5,8,"Feb 22, 2022 - Mar 16, 2022","Feb 22, 2022","Mar 16, 2022","Tuesday, Wednesday",15 min.,15,13+ - Teens 13 or older,7,10198,Viki,Standard Series,"Comedy, Romance, Youth","Housemates' Relationship, Miniseries, Web Series, Gay Male Lead, Gay Romance, Nice Male Lead, LGBTQ+, Adapted From A Webtoon, Gay Supporting Character, Short Length Series, (Vote tags)",Park Eun Joo,Team Wol Pi Dong,10225,1125,10198,0.42,0
Individual Circumstances,2023,https://mydramalist.com/740123-individual-circumstances,8,"Jan 19, 2023 - Feb  9, 2023","Jan 19, 2023","Feb  9, 2023",Thursday,17 min.,17,Not Yet Rated,7,8243,"Viki, iQIYI",Standard Series,"Romance, Drama","Gay Romance, Writer Male Lead, Meet Again, First Love Returns, Flashback To Past, Ghosting, Gay Male Lead, Cold Male Lead, LGBTQ+, Director Male Lead, (Vote tags)",Kim Jin Yeol,Kim Hwa Joon,10056,1244,8243,0.54,0
Gray Shelter,2024,https://mydramalist.com/765977-gray-currents,5,"Apr 11, 2024 - Apr 25, 2024","Apr 11, 2024","Apr 25, 2024",Thursday,20 min.,20,15+ - Teens 15 or older,7,5963,iQIYI,Standard Series,"Romance, Melodrama","Divorced Parents, Flashback To Past, Meet Again, Miniseries, Difficult Adulthood, Unemployed Male Lead, LGBTQ+, Housemates' Relationship, Stepbrothers' Relationship, Gay Male Lead, (Vote tags)",,,9911,1667,5963,0.51,0
The Secret House,2022,https://mydramalist.com/719349-secret-house,124,"Apr 11, 2022 - Oct 10, 2022","Apr 11, 2022","Oct 10, 2022","Monday, Tuesday, Wednesday, Thursday, Friday",30 min.,30,15+ - Teens 15 or older,7.1,197,"Amazon Prime Video, Viki",Standard Series,"Thriller, Romance, Drama","Lawyer Male Lead, Raised By An Uncle/Aunt, Involuntarily Missing Person, Death Of A Sister, Death Of A Mother, Prosecutor Male Lead, Doctor Female Lead, Cheerful Female Lead, Evil Female Lead, Badass Male Lead, (Vote tags)",Lee Min Soo,Won Young Ok,47875,7406,197,0.64,1
A Man in a Veil,2020,https://mydramalist.com/63479-the-secret-man,105,"Sep  7, 2020 - Feb 10, 2021","Sep  7, 2020","Feb 10, 2021","Monday, Tuesday, Wednesday, Thursday, Friday",35 min.,35,15+ - Teens 15 or older,7.1,453,"Apple TV+, Viki",Standard Series,"Business, Romance, Drama, Family","Hidden Identity, Revenge, Rich Male Lead, Poor Female Lead, Intellectual Disability, Nice Female Lead, Child Abandonment, Sisters' Relationship, Nice Male Lead, Pregnancy, (Vote tags)",Shin Chang Seok,Lee Jung Dae,9764,6963,453,0.6,1
Vengeance of the Bride,2022,https://mydramalist.com/737535-bride-of-the-typhoon,102,"Oct 10, 2022 - Mar  9, 2023","Oct 10, 2022","Mar  9, 2023","Monday, Tuesday, Wednesday, Thursday, Friday",40 min.,40,15+ - Teens 15 or older,7.1,499,Viki,Standard Series,"Thriller, Romance, Drama, Melodrama","Soap Opera, Revenge, Nice Male Lead, Hidden Identity, Protective Male Lead, Righteous Male Lead, Smart Female Lead, Unrequited Love, Suspense, Chairman/Chairwoman Supporting Character, (Vote tags)",Park Ki Hyun,Song Jung Rim,9347,6071,499,0.39,0
Gold Mask,2022,https://mydramalist.com/724805-golden-mask,100,"May 23, 2022 - Oct  7, 2022","May 23, 2022","Oct  7, 2022","Monday, Tuesday, Wednesday, Thursday, Friday",35 min.,35,15+ - Teens 15 or older,7.1,456,Viki,Standard Series,"Drama, Melodrama","Revenge, Violence Against Children, False Rumor, Mean In-Law, Evil In-Law, Restaurant Manager Supporting Character, Female Centered Plot, Married Female Lead, Swindler Supporting Character, Loan Shark Female Lead, (Vote tags)",Uh Soo Sun,Kim Min Ju,9314,7384,456,0.39,0
To All the Guys Who Loved Me,2020,https://mydramalist.com/57159-the-guy-is-that-guy,32,"Jul  6, 2020 - Sep  1, 2020","Jul  6, 2020","Sep  1, 2020","Monday, Tuesday",35 min.,35,15+ - Teens 15 or older,7.1,3690,"Netflix, Viki",Standard Series,"Comedy, Romance, Drama, Fantasy","Love Triangle, Reincarnated Lovers, Eccentric Female Lead, Successful Male Lead, Heartbreak, Fate, Cohabitation, Friendship, Rich Male Lead, Hardworking Female Lead, (Vote tags)",Choi Yoon Seok,Lee Eun Young,9645,1733,3690,0.8,1
Dare to Love Me,2024,https://mydramalist.com/756689-treat-me-carefully,16,"May 13, 2024 - Jul  2, 2024","May 13, 2024","Jul  2, 2024","Monday, Tuesday",1 hr. 1 min.,61,Not Yet Rated,7.1,2401,"Netflix, Viki",Standard Series,"Comedy, Romance","Older Woman/Younger Man, Emotionally Strong Female Lead, Intern Female Lead, Scholar Male Lead, Fashion Designer Female Lead, Heir Male Lead, Chasing A Dream, Fashion Industry, Brother-Sister Relationship, Determined Female Lead, (Vote tags)",Jang Yang Ho,,9640,2082,2401,1,1
