Title,Year,Link,Episodes,Aired,Aired_start,Aired_end,AiredOn,OriginalNetwork,Duration,Duration_min,ContentRating,RatingScore,RatingVotes,WatchPlatforms,Format,Genres,Tags,Director,Screenwriter,Ranked,Popularity,Watchers,Has_dubbing_prob,Has_dubbing_pred
SF8: Joan's Galaxy,2020,https://mydramalist.com/58931-sf8-spaceman-joanne,1,"Aug 28, 2020","Aug 28, 2020",,Friday,,54 min.,54,15+ - Teens 15 or older,8.1,985,Viki,Drama Special,"Life, Youth, Sci-Fi","Life Lesson, Adapted From A Short Story, Female Centered Plot, Lesbian Female Lead, Dystopia, Sismance, Future, LGBTQ+, Friendship, (Vote tags)",,,1979,6131,985,0.28,0
Live On,2020,https://mydramalist.com/62495-untitled,8,"Nov 17, 2020 - Jan 12, 2021","Nov 17, 2020","Jan 12, 2021",Tuesday,,1 hr. 3 min.,63,15+ - Teens 15 or older,8.1,15920,"Apple TV+, Viki, WeTV, iQIYI",Standard Series,"Comedy, Romance, Youth, Drama","School Bullying, Hardworking Male Lead, High School, Hidden Past, Popular Female Lead, Social Media, School Club, Smart Male Lead, Secondary Couple, Cold Male Lead, (Vote tags)",Kim Sang Woo,Bang Yoo Jung,2034,547,15920,0.73,1
Drama Festa: Hello Dracula,2020,https://mydramalist.com/51961-hello-dracula,2,"Feb 17, 2020 - Feb 18, 2020","Feb 17, 2020","Feb 18, 2020","Monday, Tuesday",,1 hr. 10 min.,70,15+ - Teens 15 or older,8.1,671,,Drama Special,"Drama, Melodrama","Mother-Daughter Relationship, Female Centered Plot, Neighbors' Relationship, Lesbian Female Lead, Anthology, Depression, Multiple Mains, LGBTQ+, Miniseries, Heartbreak, (Vote tags)",Kim Da Ye,,2090,6199,671,0.18,0
Love Revolution,2020,https://mydramalist.com/60335-love-revolution,30,"Sep  1, 2020 - Dec 27, 2020","Sep  1, 2020","Dec 27, 2020","Thursday, Sunday",,21 min.,21,15+ - Teens 15 or older,8.1,11216,"Hulu, Viki",Standard Series,"Comedy, Romance, Youth, Drama","Adapted From A Webtoon, Nice Male Lead, High School, Clingy Male Lead, Male Chases Female First, Warm Man/Cold Woman, Multiple Couples, Love At First Sight, Cheerful Male Lead, Opposites Attract, (Vote tags)",Seo Joo Wan,Kwak Kyung Yoon,2131,758,11216,0.3,0
Growing Season,2020,https://mydramalist.com/681847-growing,12,"Dec 10, 2020 - Jan 15, 2021","Dec 10, 2020","Jan 15, 2021","Thursday, Friday",,20 min.,20,15+ - Teens 15 or older,8,3290,"Viki, WeTV",Standard Series,"Romance, Life, Youth, Drama","Sismance, Mild Sexual Content, Campus Setting, Multiple Mains, Student Female Lead, Student Male Lead, School Setting, Young Adult Female Lead, Young Adult Male Lead, University, (Vote tags)",Yoo Hee Woon,Kim Hee Won,2221,2694,3290,0.33,0
Do You Like Brahms?,2020,https://mydramalist.com/56911-do-you-like-brahms,16,"Aug 31, 2020 - Oct 20, 2020","Aug 31, 2020","Oct 20, 2020","Monday, Tuesday",,1 hr. 5 min.,65,15+ - Teens 15 or older,8,15601,"Netflix, Viki",Standard Series,"Music, Romance, Drama, Melodrama","Love Triangle, Friends To Lovers, First Love, Classical Music, Nice Female Lead, Shy Female Lead, Hardworking Female Lead, Age Gap [Real Life], Secret Crush, Love Square, (Vote tags)",Jo Young Min,Ryu Bo Ri,2258,532,15601,0.83,1
Secret Royal Inspector,2020,https://mydramalist.com/62153-new-secret-royal-inspector,16,"Dec 21, 2020 - Feb  9, 2021","Dec 21, 2020","Feb  9, 2021","Monday, Tuesday",,1 hr. 10 min.,70,15+ - Teens 15 or older,8,4849,"Amazon Prime Video, iQIYI",Standard Series,"Historical, Mystery, Comedy, Romance","Joseon Dynasty, Corruption, Master-Slave Relationship, Hidden Identity, Fight For Justice, Undercover Operation, Childish Male Lead, Nice Male Lead, Adventure, Orphan Female Lead, (Vote tags)",Kim Jung Min,Park Sung Hoon,2265,1399,4849,0.48,0
Flower of Evil Special,2020,https://mydramalist.com/69467-flower-of-evil-special,1,"Sep  3, 2020","Sep  3, 2020",,Thursday,,60 min.,60,15+ - Teens 15 or older,8,677,,Drama Special,"Thriller, Documentary","Antisocial Personality Disorder, Mental Illness, Death, Illness, Murder, Suspense, (Vote tags)",,,2268,6800,677,0.18,0
18 Again｜Serim High After School Activity,2020,https://mydramalist.com/690705-18-again-serim-high-after-school-activity,4,"Oct  5, 2020 - Oct 16, 2020","Oct  5, 2020","Oct 16, 2020",,,6 min.,6,G - All Ages,8,271,,Drama Special,Comedy,"School Setting, Short Length Series, Miniseries, High School, Golden Child, Variety Show, Idol Actor, Friendship, (Vote tags)",,,2386,11416,271,0.18,0
Dinner Mate,2020,https://mydramalist.com/14028-lets-have-dinner-together,32,"May 25, 2020 - Jul 14, 2020","May 25, 2020","Jul 14, 2020","Monday, Tuesday",,35 min.,35,15+ - Teens 15 or older,8,9534,"Amazon Prime Video, iQIYI",Standard Series,"Comedy, Romance, Life, Drama","Love Square, Healing, Adapted From A Webtoon, Ex Comes Back, Food, Age Gap [Real Life], Cheating, Smart Male Lead, Slow Burn Romance, Heartbreak, (Vote tags)","Go Jae Hyun, Park Bong Sub",Kim Joo,2617,822,9534,0.45,0
18 Again｜A Make-up Class in Serim High,2020,https://mydramalist.com/690707-18-again-a-make-up-class-in-serim-high,2,"Oct 30, 2020 - Nov  6, 2020","Oct 30, 2020","Nov  6, 2020",,,10 min.,10,G - All Ages,7.9,236,,Drama Special,Comedy,"School Setting, Short Length Series, Miniseries, High School, Variety Show, Game Show, Friendship, (Vote tags)",,,2829,12901,236,0.18,0
Twenty-Twenty,2020,https://mydramalist.com/57791-twenty-twenty,20,"Aug 15, 2020 - Oct 21, 2020","Aug 15, 2020","Oct 21, 2020","Wednesday, Saturday",,21 min.,21,15+ - Teens 15 or older,7.9,6460,"Viki, WeTV",Standard Series,"Romance, Youth, Drama","Coming Of Age, Controlling Parent, Mother-Daughter Relationship, Web Series, Cold Female Lead, Young Adult Female Lead, Young Adult Male Lead, Nice Male Lead, Multiple Mains, Calm Male Lead, (Vote tags)",Han Soo Ji,Sung So Eun,2884,1391,6460,0.3,0
Lovestruck in the City,2020,https://mydramalist.com/65277-love-way-of-urban-man-woman,17,"Dec 22, 2020 - Feb 16, 2021","Dec 22, 2020","Feb 16, 2021","Tuesday, Friday",,33 min.,33,15+ - Teens 15 or older,7.9,30920,Netflix,Standard Series,"Romance, Life, Youth, Drama","Flashback To Past, Break Up, Fast Paced Romance, Heartbreak, Multiple Couples, Multiple Mains, Passionate Male Lead, Honest Male Lead, Secondary Couple, Double Identity, (Vote tags)",Park Shin Woo,Jung Hyun Jung,2960,188,30920,0.75,1
Real:Time:Love Season 2,2020,https://mydramalist.com/55811-real-time-love-2,8,"Jan 24, 2020 - Mar 13, 2020","Jan 24, 2020","Mar 13, 2020",Friday,,15 min.,15,15+ - Teens 15 or older,7.9,1326,WeTV,Standard Series,"Comedy, Romance, Youth, Drama","Student Female Lead, Student Male Lead, School Setting, Childhood Friends' Relationship, Teenager Female Lead, Teenager Male Lead, Short Length Series, Fake Relationship, Miniseries, High School, (Vote tags)",,,3093,4582,1326,0.23,0
Where Your Eyes Linger,2020,https://mydramalist.com/59839-before-your-eyes-stop,8,"May 22, 2020 - Jun 12, 2020","May 22, 2020","Jun 12, 2020",Friday,,10 min.,10,13+ - Teens 13 or older,7.9,40390,"Apple TV+, Viki, WeTV",Standard Series,"Romance, Youth, Drama, Melodrama","LGBTQ+, Rich Male Lead, Secret Crush, Long Time Friends, Miniseries, Gay Romance, Disapproving Parent, Clingy Male Lead, Cohabitation, Bisexual Male Lead, (Vote tags)",,Shin Yoo,3183,194,40390,0.73,1
Kiss Goblin,2020,https://mydramalist.com/58877-kiss-ghost,12,"Jul 28, 2020 - Sep  3, 2020","Jul 28, 2020","Sep  3, 2020","Tuesday, Thursday",,12 min.,12,15+ - Teens 15 or older,7.8,13781,"Apple TV+, Viki",Standard Series,"Comedy, Romance, Fantasy, Supernatural","Web Series, Supernatural Power, Interspecies Romance, Short Length Series, Dokkaebi, Fate, Supernatural Being, Memory Erasure, Attempted Murder, University, (Vote tags)",,,3365,809,13781,0.63,1
When My Love Blooms,2020,https://mydramalist.com/51155-the-most-beautiful-moment-in-life,16,"Apr 25, 2020 - Jun 14, 2020","Apr 25, 2020","Jun 14, 2020","Saturday, Sunday",,60 min.,60,15+ - Teens 15 or older,7.8,6030,"Netflix, Tubi, WeTV, iQIYI",Standard Series,"Romance, Life, Drama, Melodrama","Flashback To Past, Female Chases Male First, First Love, Rich Man/Poor Woman, Mother-Son Relationship, Father-Son Relationship, Business Industry, Emotionally Strong Female Lead, Student Female Lead, Student Male Lead, (Vote tags)","Son Jung Hyun, Kim Tae Yub",Jeon Hui Yeong,3401,1134,6030,0.88,1
Handmade Love,2020,https://mydramalist.com/682131-handmade-love,8,"Dec 11, 2020 - Jan  5, 2021","Dec 11, 2020","Jan  5, 2021","Tuesday, Friday",,19 min.,19,15+ - Teens 15 or older,7.8,3202,,Drama Special,"Romance, Fantasy","Miniseries, Supernatural, Web Series, Healing, Tailor Male Lead, Deity Male Lead, Slight Romance, Advertisement, Flashback To Past, Supernatural Power, (Vote tags)",,,3411,2357,3202,0.18,0
Good Casting,2020,https://mydramalist.com/36491-miss-casting,16,"Apr 27, 2020 - Jun 16, 2020","Apr 27, 2020","Jun 16, 2020","Monday, Tuesday",,1 hr. 5 min.,65,15+ - Teens 15 or older,7.8,3841,Viki,Standard Series,"Action, Mystery, Comedy, Crime","Espionage, First Love, Investigation, National Intelligence Service, Older Woman/Younger Man, Sismance, Romance, Slight Romance, Rich Male Lead, Multiple Mains, (Vote tags)",Choi Young Hoon,Park Ji Ha,3490,1941,3841,0.28,0
Forest,2020,https://mydramalist.com/33186-secret,32,"Jan 29, 2020 - Mar 19, 2020","Jan 29, 2020","Mar 19, 2020","Wednesday, Thursday",,31 min.,31,15+ - Teens 15 or older,7.8,8561,"Apple TV+, Viki",Standard Series,"Business, Psychological, Romance, Medical","Amnesia, Rich Male Lead, Trauma, Cohabitation, Dissociative Amnesia, Love/Hate Relationship, Orphan Male Lead, Successful Male Lead, Healing, Hardworking Female Lead, (Vote tags)",Oh Jong Rok,Lee Sun Young,3499,803,8561,0.6,1
The Cursed,2020,https://mydramalist.com/38939-method,12,"Feb 10, 2020 - Mar 17, 2020","Feb 10, 2020","Mar 17, 2020","Monday, Tuesday",,1 hr. 3 min.,63,15+ - Teens 15 or older,7.8,3266,"Amazon Prime Video, Apple TV+, Netflix, Tubi, WeTV, iQIYI",Standard Series,"Thriller, Mystery, Horror, Supernatural","Shamanism, Curse, Gore, School Bullying, Investigation, Occult, Smart Female Lead, Spirit, Death, Murder, (Vote tags)",Kim Yong Wan,Yeon Sang Ho,3566,2152,3266,1,1
Soul Mechanic,2020,https://mydramalist.com/50943-soul-repairer,32,"May  6, 2020 - Jun 25, 2020","May  6, 2020","Jun 25, 2020","Wednesday, Thursday",,35 min.,35,15+ - Teens 15 or older,7.8,3306,Viki,Standard Series,"Comedy, Romance, Drama, Medical","Nice Male Lead, Older Man/Younger Woman, Eccentric Male Lead, Character Development, Slow Burn Romance, Father-Son Relationship, Friendship, Hardworking Male Lead, Dementia, Crime Against Morality, (Vote tags)",Yoo Hyun Ki,Lee Hyang Hee,3561,1804,3306,0.25,0
The Game: Towards Zero,2020,https://mydramalist.com/38723-the-game-towards-midnight,32,"Jan 22, 2020 - Mar 12, 2020","Jan 22, 2020","Mar 12, 2020","Wednesday, Thursday",,30 min.,30,15+ - Teens 15 or older,7.8,5314,Viki,Standard Series,"Thriller, Mystery, Psychological, Supernatural","Supernatural Power, Death, Smart Male Lead, Murder, Orphan Female Lead, Teamwork, Child Abandonment, Rich Male Lead, Investigation, Suspense, (Vote tags)",Jang Joon Ho,Lee Ji Hyo,3581,1273,5314,0.25,0
Drama Stage Season 3: Everyone Is There,2020,https://mydramalist.com/52109-drama-stage-season-3-everyone-is-there,1,"Jan 15, 2020","Jan 15, 2020",,Wednesday,,1 hr. 9 min.,69,Not Yet Rated,7.8,1863,,Drama Special,"Youth, Drama","Emotionally Strong Female Lead, Student Female Lead, School Setting, Identical Twin Female Lead, Teenager Female Lead, School Violence, Twin Exchange, Attempted Suicide, High School, Identity Swap, (Vote tags)",,,3604,3275,1863,0.18,0
Money Game,2020,https://mydramalist.com/34172-money-game,16,"Jan 15, 2020 - Mar  5, 2020","Jan 15, 2020","Mar  5, 2020","Wednesday, Thursday",,1 hr. 10 min.,70,15+ - Teens 15 or older,7.8,705,"Apple TV+, WeTV",Standard Series,"Mystery, Business, Drama, Political","Power Struggle, Corruption, Teamwork, Investigation, Hardworking Female Lead, Character Development, Conspiracy, Orphan Female Lead, Scheme, Workplace Violence, (Vote tags)",Kim Sang Ho,Lee Young Mi,3676,4494,705,0.58,0
Ga Doo Ri’s Sushi Restaurant,2020,https://mydramalist.com/58433-ga-doo-ri-s-sushi-restaurant,12,"Jun  9, 2020 - Jul 16, 2020","Jun  9, 2020","Jul 16, 2020","Tuesday, Thursday",,18 min.,18,15+ - Teens 15 or older,7.8,4162,Viki,Standard Series,"Food, Business, Comedy, Romance","Web Series, Short Length Series, Secretary Supporting Character, Love/Hate Relationship, Ex Comes Back, Restaurant Setting, Workplace Violence, Restaurateur Female Lead, Neighbors' Relationship, Company President (CEO) Male Lead, (Vote tags)",,Jang Yoo Yeon,3709,2004,4162,0.28,0
"Cheat On Me, if You Can",2020,https://mydramalist.com/58595-when-the-wind-blows-and-dies,16,"Dec  2, 2020 - Jan 28, 2021","Dec  2, 2020","Jan 28, 2021","Wednesday, Thursday",,1 hr. 5 min.,65,15+ - Teens 15 or older,7.8,4001,"Apple TV+, Viki",Standard Series,"Thriller, Mystery, Comedy, Romance","Eccentric Female Lead, Infidelity, Older Woman/Younger Man, Investigation, Successful Female Lead, Successful Male Lead, Betrayed By A Significant Other, Student Female Lead, TV Presenter Supporting Character, Police Department Setting, (Vote tags)","Kim Min Tae, Kim Hyoung Seok",Lee Sung Min,3724,1686,4001,0.63,1
The Mermaid Prince: The Beginning,2020,https://mydramalist.com/66421-mermaid-prince-2,10,"Nov 11, 2020 - Dec 10, 2020","Nov 11, 2020","Dec 10, 2020","Wednesday, Thursday",,14 min.,14,15+ - Teens 15 or older,7.8,5119,,Standard Series,"Mystery, Romance, Youth, Drama","Web Series, Miniseries, Short Length Series, Bromance, Popular Male Lead, Multiple Couples, High School, Enemies To Lovers, Friendship, Swimming, (Vote tags)",,,3741,1790,5119,0.18,0
Chip In,2020,https://mydramalist.com/56653-pitch-in,8,"Jul 22, 2020 - Aug 13, 2020","Jul 22, 2020","Aug 13, 2020","Wednesday, Thursday",,60 min.,60,15+ - Teens 15 or older,7.8,1675,Viki,Standard Series,"Thriller, Mystery, Comedy","Death, Black Comedy, Infidelity, Mother-Daughter Relationship, Investigation, Suspense, Drama, Emotionally Strong Female Lead, Mistress Female Lead, Death Of A Mother, (Vote tags)",Jin Chang Gyu,Choi Kyung,3831,4195,1675,0.28,0
Kkondae Intern,2020,https://mydramalist.com/54683-old-school-intern,24,"May 20, 2020 - Jul  1, 2020","May 20, 2020","Jul  1, 2020","Wednesday, Thursday",,35 min.,35,15+ - Teens 15 or older,7.8,3158,"Netflix, Viki, WeTV",Standard Series,"Business, Comedy, Life, Drama","Bromance, Food, Rivalry, Revenge, Co-workers' Relationship, Workplace Setting, Senior-Junior Relationship, Age Gap [Real Life], Hatred, Flashback To Past, (Vote tags)",Nam Sung Woo,Shin So Ra,3850,2175,3158,0.85,1
Role Reversal (RR) Drama Lovers Club,,https://mydramalist.com/discussions/general-asia-forum/134138-rr-drama-lovers-club,,Nov 7-28 (2024),nov-07,28 (2024),[days it airs/airing schedule],,,,,8,,,,Trope Info,,,,,,,0.325,0
Homemade Love Story,2020,https://mydramalist.com/58203-samgwang-villa-lovers,100,"Sep 19, 2020 - Mar  7, 2021","Sep 19, 2020","Mar  7, 2021","Saturday, Sunday",,35 min.,35,15+ - Teens 15 or older,7.7,1755,"Netflix, Viki",Standard Series,"Comedy, Romance, Drama","Multiple Mains, Found Family, Multiple Couples, Fashion Industry, Brother-Sister Relationship, Hot-tempered Female Lead, Mother-Daughter Relationship, Business Industry, Emotionally Strong Female Lead, Boarding House Setting, (Vote tags)",Hong Seok Goo,Yoon Kyung Ah,3926,3181,1755,0.8,1
Mr. Heart Special,2020,https://mydramalist.com/75299-mr-heart-special,1,"Oct 14, 2020","Oct 14, 2020",,,,5 min.,5,15+ - Teens 15 or older,7.7,750,,Drama Special,Documentary,"Interview, (Vote tags)",,,3945,6366,750,0.18,0
How to Buy a Friend,2020,https://mydramalist.com/55013-friend-contract,8,"Apr  6, 2020 - Apr 14, 2020","Apr  6, 2020","Apr 14, 2020","Monday, Tuesday",,35 min.,35,15+ - Teens 15 or older,7.7,3807,Viki,Standard Series,"Mystery, Comedy, Romance, Drama","School Bullying, High School, Bromance, Suicide, Death, Adapted From A Webtoon, Investigation, Poetry, Adolescence, Flashback To Past, (Vote tags)",Yoo Young Eun,,3989,1742,3807,0.28,0
The Temperature of Language: Our Nineteen,2020,https://mydramalist.com/52663-the-temperature-of-talk-our-nineteen,16,"Feb 13, 2020 - Apr  4, 2020","Feb 13, 2020","Apr  4, 2020","Thursday, Saturday",,23 min.,23,15+ - Teens 15 or older,7.7,3445,Apple TV+,Standard Series,"Romance, Youth, Drama","Web Series, Student Supporting Character, Student Female Lead, Student Male Lead, School Setting, Teenager Supporting Character, Teenager Female Lead, Teenager Male Lead, Chasing A Dream, School Violence, (Vote tags)",,,4041,1860,3445,0.53,0
King Maker: The Change of Destiny,2020,https://mydramalist.com/22343-wind-and-cloud-and-rain,21,"May 17, 2020 - Jul 26, 2020","May 17, 2020","Jul 26, 2020","Saturday, Sunday",,1 hr. 2 min.,62,15+ - Teens 15 or older,7.7,1205,Viki,Standard Series,"Historical, Romance, Drama, Supernatural","Joseon Dynasty, Power Struggle, Fate, Premonition, Death, Flashback To Past, Psychometry, Revenge, Adapted From A Novel, Love Triangle, (Vote tags)",Yoon Sang Ho,Bang Ji Young,4082,3390,1205,0.25,0
My Dangerous Wife,2020,https://mydramalist.com/58567-my-dangerous-wife,16,"Oct  5, 2020 - Nov 24, 2020","Oct  5, 2020","Nov 24, 2020","Monday, Tuesday",,1 hr. 10 min.,70,18+ Restricted (violence & profanity),7.7,1292,"Apple TV+, Viki, iQIYI",Standard Series,"Thriller, Psychological, Drama","Smart Female Lead, Kidnapping, Infidelity, Revenge, Betrayed By A Significant Other, Chef Male Lead, Dysfunctional Marriage, Married Life, Famous Male Lead, Nice Female Lead, (Vote tags)","Lee Hyung Min, Kim Young Hwan",Hwang Da Eun,4136,3762,1292,0.68,1
IN-SEOUL Season 2,2020,https://mydramalist.com/58529-in-seoul-2,12,"Jun 12, 2020 - Jul 21, 2020","Jun 12, 2020","Jul 21, 2020","Tuesday, Friday",,15 min.,15,15+ - Teens 15 or older,7.7,923,,Standard Series,"Romance, Youth, Drama","Slow Burn Romance, Male Chases Female First, Sismance, Student Female Lead, Student Male Lead, School Setting, Roommates' Relationship, Best Friends' Relationship, Female Centered Plot, Young Adult Female Lead, (Vote tags)",Im Ji Eun,"Jung Soo Yoon, Kim Hee Won",4274,5990,923,0.18,0
Timing,2020,https://mydramalist.com/61845-timing,4,"Apr 19, 2020 - Apr 26, 2020","Apr 19, 2020","Apr 26, 2020",,,15 min.,15,G - All Ages,7.7,847,Viki,Standard Series,"Romance, Youth, Drama","Amnesia, Friends To Lovers, Flashback To Past, Miniseries, Short Length Series, Web Series, Nice Male Lead, High School, Best Friends' Relationship, Student Female Lead, (Vote tags)",,"Kim Ji Suk, Yoo In Young",4309,6125,847,0.28,0
Ending Again,2020,https://mydramalist.com/54925-ending-again,12,"Feb  8, 2020 - Mar 15, 2020","Feb  8, 2020","Mar 15, 2020","Saturday, Sunday",,15 min.,15,15+ - Teens 15 or older,7.7,7177,"Viki, WeTV",Standard Series,"Romance, Youth, Drama","Web Series, Contract Relationship, Love Triangle, Break Up, One-night Stand, First Love, Revenge, Short Length Series, Marriage Of Convenience, Ex Comes Back, (Vote tags)",Park Dhan Hee,Jung Soo Yoon,4325,1562,7177,0.33,0
The World of My 17,2020,https://mydramalist.com/54923-girl-s-world,12,"Apr 22, 2020 - May 29, 2020","Apr 22, 2020","May 29, 2020","Wednesday, Friday",,15 min.,15,15+ - Teens 15 or older,7.7,4366,"Apple TV+, Viki, WeTV",Standard Series,"Comedy, Life, Youth, Drama","Sismance, Misunderstanding, Slight Romance, Adapted From A Webtoon, High School, Shy Female Lead, Nice Female Lead, Web Series, Second Chance, Character Development, (Vote tags)",,Yoon Shi So,4330,2100,4366,0.68,1
One Fine Week Season 2,2020,https://mydramalist.com/78103-one-fine-week-2,10,"Dec 22, 2020 - Jan 20, 2021","Dec 22, 2020","Jan 20, 2021","Tuesday, Wednesday",,16 min.,16,15+ - Teens 15 or older,7.7,2584,"Viki, WeTV",Standard Series,Romance,"Web Series, Doppelganger, Secret Relationship, Identity Swap, Idol Female Lead, Short Length Series, Café Setting, Part-time Worker Female Lead, Idol Male Lead, Miniseries, (Vote tags)",Kang Dong Hee,,4356,3403,2584,0.33,0
A Love So Beautiful,2020,https://mydramalist.com/63483-a-love-so-beautiful,24,"Dec 28, 2020 - Feb 20, 2021","Dec 28, 2020","Feb 20, 2021","Monday, Thursday, Saturday",,20 min.,20,13+ - Teens 13 or older,7.7,27357,Netflix,Standard Series,"Comedy, Romance, Life, Youth","Unrequited Love, First Love, Doctor Male Lead, Height Difference, Female Chases Male First, Love Triangle, Smart Male Lead, High School, Cold Man/Warm Woman, Slow Burn Romance, (Vote tags)",,Jang Yoo Yeon,4387,343,27357,0.75,1
Oh My Baby,2020,https://mydramalist.com/52839-oh-my-baby,16,"May 13, 2020 - Jul  2, 2020","May 13, 2020","Jul  2, 2020","Wednesday, Thursday",,1 hr. 5 min.,65,15+ - Teens 15 or older,7.7,6221,"Netflix, Tubi, Viki, WeTV, iQIYI",Standard Series,"Comedy, Romance, Drama, Medical","Hardworking Female Lead, Motherhood, Reverse-Harem, Pregnancy, Family Relationship, Mother-Daughter Relationship, Childcare, Eccentric Male Lead, Long Time Friends, Love Square, (Vote tags)",Nam Ki Hoon,Yang Hyuk Moon,4540,1430,6221,0.98,1
